Name,Location,Level
Gengar,Floccesy Town,41
Goldeen,Petalburg City,21
Krabby,Lavaridge Town,71
Caterpie,Six Island,45
Dewgong,Castelia City,39
Dratini,One Island,3
Squirtle,Eterna City,89
Dugtrio,Sunyshore City,86
Venusaur,Aquacorde Town,32
Oddish,Vermilion City,22
Clefable,Fortree City,62
Rhyhorn,Opelucid City,23
Rattata,Striaton City,43
Vileplume,Survival Area,27
Parasect,Cianwood City,12
Machoke,Fuchsia City,33
Vulpix,Five Island,43
Primeape,White Forest,54
Tauros,Slateport City,58
Golem,nil,82
Magnemite,Striaton City,64
Machamp,Two Island,23
Jynx,Fallarbor Town,54
Cloyster,Cianwood City,56
Weepinbell,nil,69
Mewtwo,Fortree City,4
Dratini,Mahogany Town,82
Weezing,Cyllage City,41
Weedle,Resort Area,68
Parasect,Accumula Town,1
Venomoth,Fuchsia City,18
Ekans,Slateport City,22
Hitmonchan,Solaceon Town,68
Omanyte,Nimbasa City,96
Abra,Twinleaf Town,28
Persian,Rustboro City,27
Electabuzz,Opelucid City,97
Gloom,Lilycove City,30
Metapod,Dendemille Town,65
Kabutops,Opelucid City,13
Victreebel,Shalour City,3
Tentacool,Virbank City,20
Gengar,Blackthorn City,6
Electrode,Violet City,75
Geodude,Blackthorn City,80
Butterfree,Nuvema Town,22
Sandslash,Aspertia City,82
Venomoth,Couriway Town,22
Hitmonlee,Olivine City,10
Kakuna,Undella Town,95
Geodude,Undella Town,62
Haunter,Seven Island,10
Bellsprout,Icirrus City,51
Zapdos,Nuvema Town,14
Electrode,Mistralton City,12
Victreebel,Jubilife City,1
Jigglypuff,New Bark Town,18
Venonat,Nacrene City,65
Dratini,Oreburgh City,76
Primeape,Aspertia City,9
Nidoran,Petalburg City,98
Weepinbell,Mahogany Town,80
Gastly,Humilau City,43
Lapras,New Bark Town,17
Persian,Veilstone City,88
Wigglytuff,One Island,31
Mewtwo,Four Island,51
Pidgeot,Sunyshore City,79
Kadabra,Cyllage City,90
Tentacool,Littleroot Town,13
Weezing,Vermilion City,85
Aerodactyl,Seven Island,79
Vileplume,Cerulean City,65
Raichu,Vaniville Town,31
Jolteon,Striaton City,53
Gastly,Kiloude City,73
Exeggutor,Two Island,5
Horsea,Accumula Town,86
Weepinbell,Santalune City,40
Tentacool,Saffron City,13
Tangela,Three Island,41
Growlithe,Ambrette Town,14
Dratini,Survival Area,7
Omanyte,Mauville City,94
Eevee,Six Island,26
Ditto,Anistar City,77
Porygon,Lentimas Town,15
Growlithe,Jubilife City,88
Doduo,Violet City,91
Rapidash,Coumarine City,68
Nidoqueen,Dewford Town,94
Primeape,Frontier Access,48
Vaporeon,Fuchsia City,24
Voltorb,Anistar City,7
Charmeleon,Lacunosa Town,48
Nidoran,Lilycove City,83
Electabuzz,Dewford Town,13
Kadabra,Fortree City,16
Omastar,nil,31
Charizard,Sootopolis City,64
Graveler,Aspertia City,20
Hypno,Mossdeep City,67
Eevee,Sunyshore City,71
Gastly,Ecruteak City,94
Shellder,Nuvema Town,79
Nidoran,Geosenge Town,69
Staryu,Black City,69
Exeggutor,Four Island,5
Golduck,Snowpoint City,91
Hitmonchan,Coumarine City,23
Omastar,Cinnabar Island,52
Clefairy,Cherrygrove City,61
Omastar,Opelucid City,4
Vulpix,Mossdeep City,86
Grimer,Anville Town,12
Weedle,Pacifidlog Town,99
Dratini,Pewter City,14
Kangaskhan,One Island,18
Growlithe,Ambrette Town,76
Koffing,Azalea Town,35
Hypno,Lentimas Town,66
Muk,Oldale Town,81
Lickitung,Mistralton City,24
Lickitung,Striaton City,32
Vileplume,Lacunosa Town,37
Charizard,Aquacorde Town,73
Jolteon,Canalave City,24
Hitmonchan,Icirrus City,32
Meowth,Cerulean City,88
Charizard,Blackthorn City,34
Farfetch'd,Icirrus City,40
Mr.,Petalburg City,25
Hypno,Black City,1
Zubat,Lavender Town,98
Golduck,Eterna City,6
Tentacruel,Geosenge Town,2
Pikachu,One Island,91
Cubone,Anistar City,33
Arcanine,Black City,15
Venonat,Cyllage City,67
Tentacool,Cherrygrove City,70
Vileplume,Mistralton City,44
Dragonair,Slateport City,70
Mewtwo,Sunyshore City,96
Kadabra,Solaceon Town,91
Kingler,Dendemille Town,82
Horsea,Vaniville Town,27
Starmie,Hearthome City,27
Scyther,Undella Town,91
Kabutops,Cinnabar Island,18
Voltorb,Snowbelle City,62
Mr.,Pacifidlog Town,71
Doduo,Lacunosa Town,46
Weepinbell,Blackthorn City,3
Flareon,Mossdeep City,77
Hitmonchan,Survival Area,61
Mr.,Rustboro City,6
Psyduck,Humilau City,87
Gastly,Couriway Town,4
Beedrill,Cerulean City,91
Graveler,Accumula Town,24
Golem,Pallet Town,33
Vileplume,Mistralton City,17
Voltorb,Petalburg City,60
Voltorb,Lavender Town,42
Lapras,Littleroot Town,9
Caterpie,Rustboro City,50
Dodrio,Laverre City,77
Magikarp,Dewford Town,12
Doduo,Pallet Town,44
Psyduck,Violet City,12
Beedrill,Humilau City,96
Weedle,Four Island,48
Nidoking,Virbank City,25
Spearow,Pewter City,93
Weedle,Goldenrod City,39
Squirtle,Cinnabar Island,81
Seaking,Two Island,65
Primeape,Oreburgh City,5
Machoke,Six Island,3
Venonat,Eterna City,9
Golem,Saffron City,51
Abra,Geosenge Town,36
Weepinbell,Aquacorde Town,84
Hypno,Aspertia City,73
Vileplume,Sunyshore City,82
Wartortle,Pastoria City,98
Vulpix,Undella Town,41
Rapidash,Five Island,14
Lapras,Two Island,87
Magneton,Frontier Access,18
Chansey,Mossdeep City,87
Staryu,Mossdeep City,83
Golem,Humilau City,44
Kingler,Seven Island,65
Nidoqueen,Cherrygrove City,33
Muk,Pewter City,71
Magikarp,Oldale Town,80
Exeggcute,Two Island,32
Electrode,Five Island,76
Electabuzz,Pallet Town,58
Rhydon,Rustboro City,90
Meowth,Goldenrod City,25
Machoke,Slateport City,98
Cloyster,Lentimas Town,22
Paras,Cherrygrove City,17
Drowzee,Slateport City,51
Snorlax,Lentimas Town,30
Golduck,New Bark Town,16
Sandshrew,Pastoria City,52
Kadabra,One Island,38
Snorlax,Nimbasa City,49
Goldeen,Snowpoint City,21
Zubat,Goldenrod City,61
Nidorina,Nuvema Town,30
Venusaur,Four Island,94
Magnemite,Four Island,1
Jigglypuff,Pallet Town,49
Nidoran,Canalave City,3
Slowpoke,Icirrus City,72
Cubone,Floccesy Town,29
Cubone,Cerulean City,57
Blastoise,Celadon City,29
Machop,Cianwood City,82
Ditto,Sootopolis City,31
Rapidash,Accumula Town,5
Gengar,Fortree City,92
Omastar,Cyllage City,4
Nidorino,Lentimas Town,87
Wigglytuff,Mauville City,51
Alakazam,Humilau City,69
Geodude,Survival Area,12
Haunter,Fortree City,35
Onix,Cherrygrove City,38
Bellsprout,Eterna City,6
Gloom,Cerulean City,97
Nidoran,Mossdeep City,23
Onix,Oreburgh City,65
Machamp,Pacifidlog Town,18
Psyduck,Nimbasa City,92
Tentacruel,Five Island,13
Zapdos,Couriway Town,29
Venusaur,Frontier Access,83
Arcanine,Anistar City,34
Dragonite,Goldenrod City,24
Bulbasaur,White Forest,16
Tentacruel,Safari Zone Gate,11
Jynx,Mahogany Town,24
Charmeleon,Lavender Town,72
Nidoqueen,Hearthome City,10
Magmar,Dewford Town,3
Golduck,Safari Zone Gate,77
Wartortle,Five Island,19
Meowth,Violet City,85
Vileplume,Violet City,4
Sandshrew,Veilstone City,11
Exeggutor,Ever Grande City,71
Psyduck,nil,72
Koffing,Fight Area,99
Bellsprout,Sunyshore City,9
Charizard,Sootopolis City,53
Aerodactyl,Pacifidlog Town,34
Ditto,Lilycove City,50
Lapras,Floccesy Town,66
Articuno,Cinnabar Island,2
Gengar,Shalour City,41
Zubat,nil,11
Shellder,Oldale Town,79
Ekans,Celestic Town,5
Slowbro,Veilstone City,9
Magneton,Eterna City,39
Spearow,Two Island,18
Arbok,Verdanturf Town,96
Arcanine,Fortree City,60
Slowbro,Azalea Town,73
Farfetch'd,Cyllage City,61
Rhyhorn,Eterna City,1
Clefable,Violet City,37
Nidorina,Lacunosa Town,73
Horsea,Vaniville Town,56
Gyarados,Canalave City,45
Porygon,Couriway Town,68
Seaking,Cherrygrove City,80
Ditto,Frontier Access,50
Drowzee,Six Island,55
Bellsprout,Two Island,86
Sandshrew,Celestic Town,84
Magnemite,Petalburg City,54
Dragonair,Lavaridge Town,30
Articuno,Pallet Town,5
Kadabra,Ever Grande City,59
Tauros,Shalour City,69
Jigglypuff,Lentimas Town,13
Shellder,Mahogany Town,1
Cloyster,Five Island,18
Jynx,Santalune City,56
Primeape,Snowpoint City,20
Gloom,Anville Town,35
Omastar,Three Island,91
Gloom,Canalave City,5
Lickitung,Laverre City,71
Tauros,Jubilife City,63
Dratini,Nuvema Town,68
Dewgong,Shalour City,73
Krabby,Floaroma Town,81
Weezing,White Forest,66
Abra,Floccesy Town,6
Poliwrath,Mauville City,41
Exeggutor,Six Island,16
Slowpoke,Lavender Town,71
Onix,Castelia City,73
Pikachu,Mauville City,21
Meowth,Six Island,13
Mankey,Four Island,79
Kangaskhan,Littleroot Town,97
Eevee,Rustboro City,44
Arcanine,Castelia City,89
Clefable,Fight Area,46
Vaporeon,New Bark Town,1
Raticate,Four Island,80
Psyduck,Blackthorn City,96
Meowth,Lavaridge Town,62
Staryu,Fight Area,47
Kakuna,Pastoria City,82
Weedle,Pacifidlog Town,14
Voltorb,Veilstone City,42
Growlithe,Slateport City,49
Sandshrew,Dewford Town,71
Tentacool,Two Island,74
Electabuzz,Nacrene City,62
Tentacruel,Anistar City,16
Porygon,Four Island,66
Lickitung,Blackthorn City,36
Venomoth,Veilstone City,30
Porygon,Lilycove City,52
Mewtwo,Nimbasa City,95
Arbok,Oreburgh City,97
Articuno,Anistar City,14
Drowzee,Canalave City,64
Golem,Two Island,6
Gloom,One Island,70
Rattata,Lacunosa Town,76
Diglett,Fortree City,57
Poliwrath,Mistralton City,32
Venusaur,Fallarbor Town,50
Metapod,Olivine City,47
Tauros,Mauville City,30
Weezing,Opelucid City,72
Scyther,Veilstone City,87
Onix,Littleroot Town,27
Doduo,Snowpoint City,74
Arbok,New Bark Town,61
Cubone,Geosenge Town,94
Clefable,Vermilion City,5
Rattata,Solaceon Town,2
Mr.,Nimbasa City,48
Pikachu,Anistar City,39
Omastar,Survival Area,73
Wigglytuff,Jubilife City,75
Spearow,Opelucid City,79
Jynx,Oldale Town,62
Ninetales,Blackthorn City,35
Tangela,Oldale Town,8
Omastar,Striaton City,91
Machop,Ecruteak City,9
Moltres,Pastoria City,21
Rhydon,Mahogany Town,54
Squirtle,Resort Area,48
Nidorina,Anville Town,52
Jynx,Pastoria City,68
Abra,Celestic Town,59
Poliwag,One Island,2
Magikarp,Sunyshore City,25
Jigglypuff,Seven Island,96
Charizard,Resort Area,72
Clefable,Eterna City,71
Flareon,Eterna City,15
Pidgey,Jubilife City,93
Arcanine,Cherrygrove City,85
Farfetch'd,Nacrene City,77
Rapidash,Castelia City,63
Grimer,nil,40
Jolteon,Lacunosa Town,53
Articuno,Icirrus City,57
Bulbasaur,Blackthorn City,39
Weedle,Aspertia City,65
Marowak,Ecruteak City,74
Articuno,Black City,29
Grimer,Azalea Town,50
Machop,Anistar City,47
Weezing,Cianwood City,2
Vileplume,Shalour City,86
Doduo,Cerulean City,65
Pidgey,Pewter City,95
Rattata,Oreburgh City,73
Grimer,Solaceon Town,43
Vileplume,Resort Area,99
Geodude,Nuvema Town,25
Hitmonchan,Lilycove City,8
Machop,Lavaridge Town,90
Parasect,Canalave City,61
Seel,Resort Area,14
Zubat,Ecruteak City,81
Dugtrio,Veilstone City,93
Shellder,Lumiose City,93
Wartortle,Lacunosa Town,90
Lapras,Five Island,11
Cloyster,Floaroma Town,45
Farfetch'd,Fuchsia City,13
Tentacruel,Five Island,32
Machoke,Nimbasa City,28
Weedle,Snowbelle City,88
Wartortle,Striaton City,26
Gastly,Undella Town,42
Oddish,Aquacorde Town,80
Mr.,Seven Island,61
Lickitung,Nuvema Town,38
Nidoran,Kiloude City,14
Butterfree,Olivine City,1
Electabuzz,Blackthorn City,47
Abra,Black City,80
Arbok,Cinnabar Island,44
Fearow,Mistralton City,78
Flareon,Resort Area,58
Fearow,Virbank City,56
Gastly,Santalune City,32
Weedle,Pallet Town,45
Koffing,Anville Town,54
Tangela,Vaniville Town,80
Beedrill,Vermilion City,32
Voltorb,Cinnabar Island,70
Dewgong,Two Island,68
Lapras,Laverre City,3
Zapdos,Laverre City,59
Muk,Vaniville Town,11
Koffing,Floccesy Town,60
Voltorb,Accumula Town,3
Flareon,Rustboro City,52
Bellsprout,Twinleaf Town,1
Kabutops,Olivine City,31
Dragonite,Snowpoint City,92
Vileplume,Five Island,37
Machoke,Sootopolis City,58
Dugtrio,Humilau City,50
Magneton,Eterna City,46
Mankey,Humilau City,3
Bellsprout,Rustboro City,34
Dratini,Vaniville Town,88
Metapod,Solaceon Town,47
Bulbasaur,Lacunosa Town,94
Parasect,Jubilife City,29
Poliwhirl,Fortree City,84
Vaporeon,Resort Area,89
Seel,Undella Town,95
Clefable,Resort Area,84
Spearow,Lavender Town,16
Gengar,Nimbasa City,74
Marowak,Pastoria City,59
Mankey,Anistar City,26
Grimer,Five Island,40
Cloyster,Camphrier Town,2
Haunter,Pewter City,72
Articuno,Seven Island,77
Aerodactyl,Saffron City,95
Doduo,Undella Town,36
Raticate,Olivine City,22
Raichu,Coumarine City,42
Clefable,Solaceon Town,11
Arcanine,Petalburg City,14
Snorlax,Snowpoint City,57
Persian,Icirrus City,30
Mankey,Violet City,32
Primeape,Celadon City,91
Kadabra,White Forest,10
Venusaur,Coumarine City,82
Raticate,Humilau City,24
Grimer,Camphrier Town,25
Rhydon,Black City,55
Clefairy,Seven Island,54
Ditto,Lentimas Town,54
Doduo,Icirrus City,17
Hypno,Striaton City,14
Nidoran,Snowbelle City,8
Nidorino,Cyllage City,70
Geodude,Lavender Town,52
Magneton,Olivine City,29
Seel,Driftveil City,81
Vaporeon,Lavender Town,80
Machamp,Frontier Access,98
Lickitung,Fuchsia City,6
Golduck,New Bark Town,62
Gastly,Blackthorn City,19
Moltres,Saffron City,90
Venonat,Ecruteak City,30
Gengar,Undella Town,48
Geodude,Opelucid City,15
Muk,Fuchsia City,59
Fearow,Saffron City,76
Electabuzz,New Bark Town,14
Alakazam,Sandgem Town,60
Nidoran,Seven Island,53
Poliwrath,Laverre City,70
Dragonite,Viridian City,1
Omanyte,Ecruteak City,5
Geodude,Anville Town,81
Golem,Driftveil City,43
Seadra,Olivine City,32
Squirtle,Opelucid City,64
Clefairy,Sunyshore City,34
Fearow,Pastoria City,30
Kabutops,Couriway Town,26
Charizard,Pastoria City,54
Hypno,Driftveil City,10
Nidoran,Cianwood City,86
Voltorb,Lentimas Town,68
Golem,Couriway Town,4
Hitmonlee,Lavender Town,21
Nidoran,Lentimas Town,28
Diglett,Oreburgh City,81
Pinsir,Dendemille Town,11
Magmar,Jubilife City,86
Seaking,Lumiose City,50
Gengar,Aspertia City,22
Victreebel,Striaton City,78
Zapdos,Canalave City,35
Squirtle,White Forest,2
Machamp,Aquacorde Town,93
Ponyta,Ever Grande City,61
Pidgey,Coumarine City,48
Dewgong,Celadon City,96
Cloyster,One Island,26
Vulpix,Cherrygrove City,56
Doduo,Rustboro City,62
Goldeen,Fortree City,51
Beedrill,Lilycove City,84
Dewgong,Virbank City,48
Exeggcute,Mossdeep City,66
Haunter,Cherrygrove City,34
Jolteon,Oreburgh City,44
Caterpie,Lavaridge Town,71
Slowpoke,Jubilife City,93
Jigglypuff,Fuchsia City,36
Rhyhorn,Four Island,11
Nidorino,Jubilife City,51
Charmander,Cherrygrove City,63
Tentacool,Violet City,36
Golbat,Pastoria City,62
Krabby,One Island,95
Zubat,Violet City,86
Lickitung,Couriway Town,28
Mr.,Pastoria City,33
Machop,Pastoria City,96
Exeggutor,Ecruteak City,7
Raichu,Driftveil City,68
Pidgeotto,Cinnabar Island,43
Hitmonchan,New Bark Town,51
Nidorina,Seven Island,77
Vaporeon,Floaroma Town,67
Shellder,Veilstone City,23
Charmander,Dendemille Town,7
Aerodactyl,Rustboro City,8
Nidorino,Jubilife City,14
Caterpie,Six Island,49
Persian,Pewter City,5
Grimer,Safari Zone Gate,93
Beedrill,Coumarine City,64
Ninetales,Saffron City,72
Shellder,Slateport City,55
Rhyhorn,Lavaridge Town,93
Tentacool,Seven Island,19
Clefable,Aquacorde Town,24
Ivysaur,Camphrier Town,46
Electrode,Humilau City,18
Scyther,Shalour City,60
Mr.,Lacunosa Town,71
Dratini,Pastoria City,12
Goldeen,Anistar City,42
Magikarp,Oreburgh City,31
Zapdos,Frontier Access,4
Weezing,Sunyshore City,3
Machoke,Driftveil City,16
Raichu,Dewford Town,34
Lickitung,Six Island,41
Porygon,Santalune City,60
Growlithe,Nimbasa City,56
Ninetales,Oreburgh City,84
Golbat,Oreburgh City,43
Poliwhirl,Mistralton City,41
Magikarp,Ever Grande City,2
Parasect,Twinleaf Town,85
Fearow,Anistar City,38
Exeggcute,Fuchsia City,10
Venusaur,Safari Zone Gate,70
Oddish,Verdanturf Town,8
Moltres,Two Island,9
Parasect,Nimbasa City,57
Butterfree,Ecruteak City,25
Metapod,Aspertia City,39
Jigglypuff,Lilycove City,44
Jigglypuff,Jubilife City,67
Ivysaur,Rustboro City,60
Farfetch'd,Twinleaf Town,69
Aerodactyl,Nacrene City,71
Nidoran,Fallarbor Town,22
Venusaur,Eterna City,39
Gloom,One Island,21
Hypno,Slateport City,56
Charizard,Black City,48
Cloyster,Eterna City,13
Clefairy,Undella Town,26
Shellder,Lavaridge Town,16
Starmie,Safari Zone Gate,30
Victreebel,Solaceon Town,4
Electabuzz,Pastoria City,88
Pidgeot,Oreburgh City,88
Spearow,Slateport City,17
Dodrio,Icirrus City,50
Dewgong,Mauville City,81
Horsea,Petalburg City,74
Chansey,Fortree City,55
Nidoqueen,Five Island,70
Vulpix,Floccesy Town,47
Kabuto,Humilau City,54
Dratini,Driftveil City,97
Vaporeon,Saffron City,97
Dugtrio,Opelucid City,59
Vileplume,Humilau City,88
Cubone,Sandgem Town,87
Jigglypuff,Petalburg City,67
Raticate,Azalea Town,50
Koffing,Fortree City,62
Charizard,Mahogany Town,26
Dratini,Blackthorn City,2
Magnemite,Ever Grande City,39
Magnemite,Safari Zone Gate,39
Seaking,Viridian City,14
Rhyhorn,Blackthorn City,48
Nidorina,Canalave City,77
Pidgey,Pewter City,66
Raichu,Veilstone City,21
Chansey,Camphrier Town,51
Starmie,Opelucid City,68
Muk,Vaniville Town,60
Horsea,Seven Island,8
Machamp,Fallarbor Town,93
Nidorino,Opelucid City,45
Wigglytuff,Floaroma Town,30
Koffing,Dewford Town,37
Jynx,Floccesy Town,28
Exeggutor,Cianwood City,54
Venusaur,Santalune City,93
Gloom,Viridian City,22
Venusaur,Pallet Town,92
Kangaskhan,Nacrene City,21
Eevee,Goldenrod City,64
Nidoran,Undella Town,18
Hypno,Cianwood City,59
Electabuzz,Mauville City,98
Magikarp,Three Island,50
Magmar,Ecruteak City,86
Rattata,Ever Grande City,81
Rhyhorn,Viridian City,75
Weedle,Lavaridge Town,74
Cubone,Castelia City,19
Parasect,Sunyshore City,52
Pidgeot,Safari Zone Gate,71
Abra,Three Island,75
Chansey,Snowpoint City,94
Mewtwo,Opelucid City,29
Pikachu,Lumiose City,81
Tangela,Ambrette Town,74
Charmander,Verdanturf Town,74
Squirtle,Four Island,49
Kabutops,Frontier Access,88
Shellder,Sunyshore City,66
Alakazam,Laverre City,76
Magmar,Mossdeep City,71
Nidorino,Vaniville Town,96
Gyarados,Five Island,71
Onix,Virbank City,4
Poliwag,Survival Area,91
Raticate,Striaton City,1
Nidoran,Fortree City,9
Kabutops,Floccesy Town,73
Omastar,Floaroma Town,15
Venusaur,Kiloude City,10
Alakazam,Aquacorde Town,65
Bulbasaur,Jubilife City,92
Ponyta,Pacifidlog Town,92
Growlithe,Rustboro City,63
Poliwhirl,Fallarbor Town,43
Koffing,Laverre City,56
Zubat,Lavaridge Town,53
Bellsprout,Floaroma Town,63
Slowpoke,Coumarine City,51
Rattata,Twinleaf Town,37
Porygon,Mossdeep City,77
Lickitung,Safari Zone Gate,51
Sandslash,Sandgem Town,6
Rhyhorn,Cerulean City,65
Hitmonchan,Celadon City,12
Tauros,Camphrier Town,21
Aerodactyl,Goldenrod City,5
Metapod,Coumarine City,23
Arcanine,Accumula Town,46
Gengar,Five Island,66
Porygon,Coumarine City,3
Weepinbell,Floccesy Town,84
Fearow,Hearthome City,8
Magikarp,Santalune City,27
Lapras,Cyllage City,54
Machop,Aquacorde Town,69
Mankey,One Island,69
Metapod,Santalune City,97
Rhyhorn,Vaniville Town,95
Moltres,nil,50
Alakazam,Black City,60
Snorlax,Vermilion City,55
Gengar,Mahogany Town,76
Golbat,Cinnabar Island,29
Exeggutor,Jubilife City,71
Gyarados,Azalea Town,87
Seadra,Slateport City,9
Mewtwo,Floaroma Town,36
Victreebel,Celestic Town,13
Chansey,Mossdeep City,49
Weedle,Eterna City,21
Wigglytuff,Anville Town,54
Omastar,Geosenge Town,64
Metapod,Goldenrod City,33
Growlithe,Pacifidlog Town,33
Aerodactyl,White Forest,48
Mewtwo,Couriway Town,62
Kabutops,Cianwood City,77
Marowak,Goldenrod City,73
Moltres,Violet City,93
Voltorb,Hearthome City,32
Dodrio,Lacunosa Town,67
Meowth,Mahogany Town,6
Jigglypuff,Viridian City,33
Magikarp,Frontier Access,6
Mankey,Violet City,48
Graveler,Black City,38
Drowzee,Floaroma Town,99
Weepinbell,Twinleaf Town,72
Seadra,Two Island,24
Golduck,Safari Zone Gate,91
Charizard,Lavender Town,93
Gengar,Four Island,94
Gastly,Twinleaf Town,36
Grimer,Lacunosa Town,50
Drowzee,Black City,51
Machop,Undella Town,43
Clefable,Anistar City,85
Tentacool,Ecruteak City,74
Geodude,Celestic Town,43
Venonat,Jubilife City,98
Marowak,Eterna City,15
Charmeleon,Sunyshore City,58
Gengar,Opelucid City,26
Staryu,Goldenrod City,90
Clefable,Fight Area,27
Abra,Littleroot Town,30
Hitmonlee,Ambrette Town,16
Raticate,Eterna City,46
Abra,Saffron City,32
Gloom,Cianwood City,3
Horsea,Snowpoint City,45
Dratini,Rustboro City,24
Dragonair,Twinleaf Town,2
Pinsir,Petalburg City,64
Seaking,Vermilion City,21
Gastly,Veilstone City,28
Fearow,Floaroma Town,28
Raticate,Oldale Town,50
Lickitung,Littleroot Town,80
Rapidash,Twinleaf Town,79
Magikarp,Icirrus City,41
Golbat,Nuvema Town,75
Golem,Striaton City,32
Ivysaur,Aquacorde Town,29
Horsea,Driftveil City,75
Hitmonchan,Celestic Town,71
Machoke,Geosenge Town,3
Geodude,Twinleaf Town,24
Goldeen,Aspertia City,63
Rhyhorn,Canalave City,73
Machamp,Nuvema Town,23
Seadra,Blackthorn City,48
Abra,Petalburg City,58
Exeggcute,Three Island,15
Dugtrio,Lumiose City,92
Blastoise,Cherrygrove City,49
Nidoking,Fortree City,63
Alakazam,Seven Island,55
Shellder,One Island,92
Exeggcute,Laverre City,80
Vaporeon,Pastoria City,4
Tangela,Opelucid City,49
Kangaskhan,Celestic Town,90
Tangela,Virbank City,90
Bellsprout,Pastoria City,85
Parasect,Nacrene City,13
Koffing,Dendemille Town,41
Hypno,Ever Grande City,76
Gyarados,One Island,8
Mr.,Pallet Town,16
Omastar,One Island,73
Nidoking,Fuchsia City,48
Tangela,Cherrygrove City,31
Seadra,Mistralton City,10
Magmar,Pallet Town,38
Jolteon,Santalune City,63
Poliwhirl,Oldale Town,73
Pinsir,Twinleaf Town,68
Arbok,Cianwood City,26
Exeggutor,Azalea Town,65
Chansey,Undella Town,76
Lickitung,Opelucid City,85
Articuno,Oreburgh City,66
Kingler,One Island,31
Charizard,Aspertia City,95
Electabuzz,Lacunosa Town,84
Machop,Castelia City,66
Caterpie,Cerulean City,51
Jolteon,Dendemille Town,16
Chansey,Mossdeep City,10
Magmar,Fallarbor Town,59
Charmander,Seven Island,40
Weedle,Celadon City,61
Abra,New Bark Town,65
Parasect,Aquacorde Town,99
Sandslash,Ambrette Town,10
Farfetch'd,Dendemille Town,30
Exeggutor,Aspertia City,33
Parasect,Cerulean City,69
Doduo,Lavender Town,96
Doduo,Cinnabar Island,87
Weedle,nil,38
Eevee,Pewter City,50
Onix,Nacrene City,27
Machoke,Snowpoint City,6
Rapidash,Five Island,92
Tangela,Cyllage City,11
Charmeleon,Slateport City,21
Raticate,Pallet Town,49
Ponyta,Survival Area,70
Dratini,Kiloude City,93
Ekans,Lilycove City,40
Beedrill,Mahogany Town,76
Blastoise,Vaniville Town,45
Onix,Santalune City,68
Machoke,Verdanturf Town,92
Voltorb,Resort Area,32
Hitmonchan,Cerulean City,36
Diglett,Dendemille Town,94
Vulpix,Mossdeep City,96
Starmie,Verdanturf Town,79
